enc_10L_deeplabv3_mv2_512x1024_20k_cityscapes_ade20k, 0, 0.6118, 0.6986
enc_10L_deeplabv3_mv2_512x1024_20k_cityscapes_ade20k, 1, 0.6084, 0.6981
enc_10L_deeplabv3_mv2_512x1024_20k_cityscapes_ade20k, 2, 0.6104, 0.6972
enc_10L_deeplabv3_mv2_512x512_20k_voc12aug_ade20k, 0, 0.5755, 0.7186
enc_10L_deeplabv3_mv2_512x512_20k_voc12aug_ade20k, 1, 0.5777, 0.7147
enc_10L_deeplabv3_mv2_512x512_20k_voc12aug_ade20k, 2, 0.5757, 0.7247
enc_10L_deeplabv3_mv2_512x512_20k_voc12aug_cityscapes, 0, 0.4791, 0.6167
enc_10L_deeplabv3_mv2_512x512_20k_voc12aug_cityscapes, 1, 0.4771, 0.6074
enc_10L_deeplabv3_mv2_512x512_20k_voc12aug_cityscapes, 2, 0.4824, 0.6205
enc_5L_deeplabv3_mv2_512x1024_20k_cityscapes_ade20k, 0, 0.5099, 0.592
enc_5L_deeplabv3_mv2_512x1024_20k_cityscapes_ade20k, 1, 0.5095, 0.5916
enc_5L_deeplabv3_mv2_512x1024_20k_cityscapes_ade20k, 2, 0.5106, 0.5924
enc_5L_deeplabv3_mv2_512x512_20k_voc12aug_ade20k, 0, 0.5153, 0.6558
enc_5L_deeplabv3_mv2_512x512_20k_voc12aug_ade20k, 1, 0.5161, 0.6666
enc_5L_deeplabv3_mv2_512x512_20k_voc12aug_ade20k, 2, 0.514, 0.6601
enc_5L_deeplabv3_mv2_512x512_20k_voc12aug_cityscapes, 0, 0.3838, 0.4961
enc_5L_deeplabv3_mv2_512x512_20k_voc12aug_cityscapes, 1, 0.3858, 0.5003
enc_5L_deeplabv3_mv2_512x512_20k_voc12aug_cityscapes, 2, 0.3768, 0.4842
filt_10L_deeplabv3_mv2_512x1024_20k_cityscapes_ade20k, 0, 0.5165, 0.6042
filt_10L_deeplabv3_mv2_512x1024_20k_cityscapes_ade20k, 1, 0.4956, 0.5987
filt_10L_deeplabv3_mv2_512x1024_20k_cityscapes_ade20k, 2, 0.4944, 0.5968
filt_10L_deeplabv3_mv2_512x512_20k_voc12aug_ade20k, 0, 0.5499, 0.6928
filt_10L_deeplabv3_mv2_512x512_20k_voc12aug_ade20k, 1, 0.5534, 0.693
filt_10L_deeplabv3_mv2_512x512_20k_voc12aug_ade20k, 2, 0.5509, 0.6985
filt_10L_deeplabv3_mv2_512x512_20k_voc12aug_cityscapes, 0, 0.454, 0.5897
